ID,lat,long,Coll,Separate_lineage,Amikacin,Capreomycin,Drug_Resistance,Pyrazinamide,Ethambutol,Isoniazid,Kanamycin,Ethionamide,Fluoroquinolones,Rifampicin,Streptomycin,Phenotype,date
ERR176560,-13.2687204,33.9301963,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176561,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176562,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176563,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176564,-13.2687204,33.9301963,lineage1.2.2,lineage1,0,0,1,0,0,0,0,1,0,0,0,R1 ,2012-XX-XX
ERR176565,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176566,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176567,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176569,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176570,-13.2687204,33.9301963,lineage1.2.2,lineage1,0,0,1,0,0,0,0,1,0,0,0,R1 ,2012-XX-XX
ERR176571,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176574,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176575,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176576,-13.2687204,33.9301963,lineage3,lineage3,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176577,-13.2687204,33.9301963,lineage3.1.1,lineage3,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176578,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176579,-13.2687204,33.9301963,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176580,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176581,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176582,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176583,-13.2687204,33.9301963,lineage4.1.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176584,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176585,-13.2687204,33.9301963,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176586,-13.2687204,33.9301963,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176587,-13.2687204,33.9301963,lineage4.6.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176588,-13.2687204,33.9301963,lineage1.1.3,lineage1,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176589,-13.2687204,33.9301963,lineage4.1.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176590,-13.2687204,33.9301963,lineage4.8,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176591,-13.2687204,33.9301963,lineage4.1.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176592,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176593,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176597,-13.2687204,33.9301963,lineage1.1.2,lineage1,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176598,-13.2687204,33.9301963,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176599,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176600,-13.2687204,33.9301963,lineage3.1.1,lineage3,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176601,-13.2687204,33.9301963,lineage3.1.1,lineage3,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176602,-13.2687204,33.9301963,lineage1.1.3,lineage1,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176603,-13.2687204,33.9301963,lineage3.1.1,lineage3,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176604,-13.2687204,33.9301963,lineage1.1.3,lineage1,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176605,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,1,0,0,0,0,0,0,0,1,R1 ,2012-XX-XX
ERR176606,-13.2687204,33.9301963,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176607,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176609,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176610,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176611,-13.2687204,33.9301963,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176612,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176613,-13.2687204,33.9301963,lineage4.1.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176614,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176617,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176618,-13.2687204,33.9301963,lineage1.1.2,lineage1,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176619,-13.2687204,33.9301963,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176621,-13.2687204,33.9301963,lineage4.1.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176624,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176625,-13.2687204,33.9301963,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176626,-13.2687204,33.9301963,lineage4.1.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176627,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176629,-13.2687204,33.9301963,lineage4.3.4,lineage4,0,0,3,0,0,1,0,0,0,1,1,MDR,2012-XX-XX
ERR176632,-13.2687204,33.9301963,lineage4.1.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176636,-13.2687204,33.9301963,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR176637,-13.2687204,33.9301963,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2012-XX-XX
ERR2516100,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515106,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515107,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,1,0,0,0,0,0,0,1,0,RR,2013-XX-XX
ERR2515108,-28.48322,24.676997,lineage3,lineage3,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515109,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,2,0,0,1,0,0,0,1,0,MDR,2013-XX-XX
ERR2515110,-28.48322,24.676997,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515111,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515112,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,5,0,1,1,0,1,0,1,1,MDR,2013-XX-XX
ERR2515113,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515115,-28.48322,24.676997,lineage1.2.2,lineage1,0,0,1,0,0,0,0,1,0,0,0,R1 ,2013-XX-XX
ERR2515116,-28.48322,24.676997,lineage4.1.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515117,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515118,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515119,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515120,-28.48322,24.676997,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515121,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,3,0,0,1,0,1,0,1,0,MDR,2013-XX-XX
ERR2515122,-28.48322,24.676997,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515123,-28.48322,24.676997,lineage4.8,lineage4,0,0,3,0,0,1,0,1,0,1,0,MDR,2013-XX-XX
ERR2515124,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515125,-28.48322,24.676997,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515126,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,1,0,0,0,0,0,0,1,0,RR,2013-XX-XX
ERR2515127,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515128,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515129,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515130,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,2,0,0,1,0,0,0,0,1,POLY,2013-XX-XX
ERR2515131,-28.48322,24.676997,lineage1.2.2,lineage1,0,0,4,0,1,0,0,1,0,1,1,POLY,2013-XX-XX
ERR2515132,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515133,-28.48322,24.676997,lineage4.1.1,lineage4,0,0,5,0,1,1,0,0,1,1,1,PRE-XDR,2013-XX-XX
ERR2515134,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515135,-28.48322,24.676997,lineage4.1.2,lineage4,0,0,4,0,1,1,0,1,0,0,1,POLY,2013-XX-XX
ERR2515136,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515137,-28.48322,24.676997,lineage4.1.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515138,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515139,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515140,-28.48322,24.676997,lineage3.1.1,lineage3,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515141,-28.48322,24.676997,lineage4.1.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515142,-28.48322,24.676997,lineage4.3.3,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515143,-28.48322,24.676997,lineage4.1.1,lineage4,0,0,3,0,0,1,0,1,0,1,0,MDR,2013-XX-XX
ERR2515144,-28.48322,24.676997,lineage2.2.2,lineage2,0,0,4,1,0,1,0,0,0,1,1,MDR,2013-XX-XX
ERR2515145,-28.48322,24.676997,lineage4.1.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515146,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515147,-28.48322,24.676997,lineage1.2.2,lineage1,0,0,2,0,0,1,0,1,0,0,0,POLY,2013-XX-XX
ERR2515148,-28.48322,24.676997,lineage4.3.3,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515149,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515150,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515151,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515152,-28.48322,24.676997,lineage4.8,lineage4,0,0,4,0,1,1,0,0,0,1,1,MDR,2013-XX-XX
ERR2515153,-28.48322,24.676997,lineage4.3.3,lineage4,0,0,4,0,1,1,0,0,1,1,0,MDR,2013-XX-XX
ERR2515154,-28.48322,24.676997,lineage4.1.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515155,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,2,0,0,1,0,0,0,0,1,POLY,2013-XX-XX
ERR2515156,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515157,-28.48322,24.676997,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515158,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515159,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,1,0,0,0,0,0,0,1,0,RR,2013-XX-XX
ERR2515160,-28.48322,24.676997,lineage3,lineage3,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515161,-28.48322,24.676997,lineage4.8,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515162,-28.48322,24.676997,lineage3,lineage3,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515163,-28.48322,24.676997,lineage1.2.2,lineage1,0,0,4,0,1,0,0,1,0,1,1,POLY,2013-XX-XX
ERR2515164,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515165,-28.48322,24.676997,lineage4.1.2,lineage4,0,0,3,0,0,1,0,0,0,1,1,MDR,2013-XX-XX
ERR2515166,-28.48322,24.676997,lineage4.9,lineage4,0,0,2,0,0,1,0,0,0,1,0,MDR,2013-XX-XX
ERR2515167,-28.48322,24.676997,lineage4.4.1,lineage4,0,1,1,0,0,0,0,0,0,0,0,R1 ,2013-XX-XX
ERR2515168,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515169,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,1,0,0,1,0,0,0,0,0,R1 ,2013-XX-XX
ERR2515170,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515171,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515172,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515173,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,5,1,1,1,0,0,0,1,1,MDR,2013-XX-XX
ERR2515174,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515175,-28.48322,24.676997,lineage4.3.3,lineage4,1,1,7,0,1,1,1,0,1,1,0,XDR,2013-XX-XX
ERR2515176,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515177,-28.48322,24.676997,lineage4.8,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515178,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515179,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515180,-28.48322,24.676997,lineage4.1.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515181,-28.48322,24.676997,lineage4.8,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515182,-28.48322,24.676997,lineage4.1.2,lineage4,0,0,1,0,0,1,0,0,0,0,0,R1 ,2013-XX-XX
ERR2515183,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515184,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515185,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,1,0,0,0,0,0,0,1,0,RR,2013-XX-XX
ERR2515186,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515187,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515188,-28.48322,24.676997,lineage3,lineage3,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515189,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,2,0,0,1,0,0,0,1,0,MDR,2013-XX-XX
ERR2515190,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515191,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515192,-28.48322,24.676997,lineage4.8,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515193,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515194,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515195,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,1,0,0,0,0,0,0,1,0,RR,2013-XX-XX
ERR2515196,-28.48322,24.676997,lineage4.1.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515197,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515198,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515199,-28.48322,24.676997,lineage4.1.2,lineage4,1,1,7,0,1,1,1,1,0,0,1,POLY,2013-XX-XX
ERR2515200,-28.48322,24.676997,lineage3.1.1,lineage3,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515201,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515202,-28.48322,24.676997,lineage4.8,lineage4,0,0,4,0,1,1,0,0,0,1,1,MDR,2013-XX-XX
ERR2515203,-28.48322,24.676997,lineage4.1.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515204,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515205,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515206,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515207,-28.48322,24.676997,lineage4.1.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515208,-28.48322,24.676997,lineage4.1.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515209,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,3,0,0,1,0,1,0,1,0,MDR,2013-XX-XX
ERR2515210,-28.48322,24.676997,lineage4.1.2,lineage4,0,0,3,0,0,1,0,0,0,1,1,MDR,2013-XX-XX
ERR2515211,-28.48322,24.676997,lineage4.1.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515212,-28.48322,24.676997,lineage4.1.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515213,-28.48322,24.676997,lineage2.2.2,lineage2,1,1,6,0,0,1,1,1,0,0,1,POLY,2013-XX-XX
ERR2515214,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515215,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515216,-28.48322,24.676997,lineage4.8,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515217,-28.48322,24.676997,lineage4.8,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515218,-28.48322,24.676997,lineage4.9,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515219,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515220,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515221,-28.48322,24.676997,lineage4.1.2,lineage4,0,0,1,0,0,0,0,0,0,1,0,RR,2013-XX-XX
ERR2515222,-28.48322,24.676997,lineage4.1.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515223,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515224,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,3,0,1,1,0,1,0,0,0,POLY,2013-XX-XX
ERR2515225,-28.48322,24.676997,lineage4.9,lineage4,0,0,1,0,0,1,0,0,0,0,0,R1 ,2013-XX-XX
ERR2515226,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515227,-28.48322,24.676997,lineage2.2.2,lineage2,1,1,7,0,0,1,1,1,1,0,1,POLY,2013-XX-XX
ERR2515228,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515229,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515230,-28.48322,24.676997,lineage4.8,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515231,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,1,0,0,0,0,0,0,1,0,RR,2013-XX-XX
ERR2515232,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515233,-28.48322,24.676997,lineage4.8,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515234,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515235,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515236,-28.48322,24.676997,lineage4.3.4,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515237,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515238,-28.48322,24.676997,lineage2.2.1,lineage2,1,1,8,1,1,1,1,0,0,1,1,MDR,2013-XX-XX
ERR2515239,-28.48322,24.676997,lineage4.3.2,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515240,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515241,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515242,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,3,0,0,1,0,1,0,1,0,MDR,2013-XX-XX
ERR2515243,-28.48322,24.676997,lineage2.2.1,lineage2,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515244,-28.48322,24.676997,lineage4.3.3,lineage4,0,0,0,0,0,0,0,0,0,0,0,Susceptible,2013-XX-XX
ERR2515245,-28.48322,24.676997,lineage4.8,lineage4,0,0,1,0,0,0,0,0,0,1,0,RR,2013-XX-XX
ERR2515246,-28.48322,24.676997,lineage4.1.2,lineage4,0,0,3,0,0,1,0,0,0,1,1,MDR,2013-XX-XX
ERR2515247,-28.48322,24.676997,lineage4.4.1,lineage4,0,0,2,0,1,1,0,0,0,0,0,POLY,2013-XX-XX
